% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
884481 +6.167270855e-03 +6.167270855e-03 +4.816616727e+01 +4.816000000e+01 +1.3006e+00 -7.5086e-01 -3.4909e+00 -1.5816e+00 +1.8363e+00 +1.7422e+00 -2.7813e+00 -6.9385e-01 -6.1416e-01 +8.1707e-01 +1.5990e-01 -1.5298e+00 +2.9631e+00 +2.8719e+00 -3.1361e+00 -7.1574e-01 +2.2725e+00 +1.9608e+00 -4.6624e-01 -8.4804e-01
1026742 +3.717829042e-03 +3.717829042e-03 +4.816371783e+01 +4.816000000e+01 +1.3006e+00 -7.5086e-01 -3.4909e+00 -1.5816e+00 +1.8363e+00 +1.7422e+00 -2.7813e+00 -6.9385e-01 -6.1416e-01 +8.1707e-01 +1.5990e-01 -1.5306e+00 +2.9631e+00 +2.8719e+00 -3.1365e+00 -7.1572e-01 +2.2712e+00 +1.9608e+00 -4.6523e-01 -8.4804e-01
1157878 +2.424025805e-03 +2.424025805e-03 +4.816242403e+01 +4.816000000e+01 +1.3006e+00 -7.5086e-01 -3.4909e+00 -1.5816e+00 +1.8367e+00 +1.7426e+00 -2.7819e+00 -6.9440e-01 -6.1246e-01 +8.1664e-01 +1.6112e-01 -1.5301e+00 +2.9631e+00 +2.8719e+00 -3.1361e+00 -7.1572e-01 +2.2712e+00 +1.9608e+00 -4.6523e-01 -8.4804e-01
% function evaluation | noise-free fitness - Fopt (8.384000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.096120978e+03 +8.096120978e+03 +8.179960978e+03 +8.384000000e+01 +2.5860e+00 +2.2425e+00 +4.8954e+00 -4.2472e+00 +3.5950e+00 -2.3274e+00 -2.2438e+00 -3.0977e+00 +3.3384e+00 +3.0703e+00 +3.3097e+00 +4.0774e+00 +2.2879e+00 -2.1472e+00 +3.2134e+00 -3.7276e+00 -1.3097e+00 -7.5089e-01 -3.7986e+00 +4.2104e+00
114 +7.788591506e+02 +7.788591506e+02 +8.626991506e+02 +8.384000000e+01 -5.9195e-01 -9.7348e-01 -1.6390e+00 +4.0660e+00 -1.2482e+00 -3.4440e+00 -4.1245e+00 -1.2155e+00 +2.4848e+00 -1.9599e+00 +4.2505e+00 +3.7880e+00 -3.0676e+00 +1.3802e+00 -4.4633e+00 +3.2010e+00 +2.5822e+00 +4.0788e-01 -4.5519e+00 -4.4919e+00
359 +6.039905663e+02 +6.039905663e+02 +6.878305663e+02 +8.384000000e+01 +3.4623e+00 +4.9161e+00 +2.2226e+00 +1.8002e+00 -3.3733e+00 +2.2485e+00 +3.8322e+00 -2.7017e+00 -1.7259e-01 +2.0931e+00 +2.7071e+00 +7.3004e-01 -2.3846e+00 +2.4084e+00 -2.0461e+00 +1.9023e+00 -2.3676e+00 +4.0415e+00 -3.7931e+00 -4.9185e+00
1417 +3.562120215e+02 +3.562120215e+02 +4.400520215e+02 +8.384000000e+01 +1.4591e+00 +1.4000e+00 -8.0368e-01 +3.7592e+00 -2.5083e-01 -3.8902e-02 -2.7522e+00 -1.1937e+00 -9.0536e-02 +3.0894e+00 +5.7169e-01 +9.8285e-01 -3.8594e+00 +1.3622e+00 +2.0255e+00 +2.1171e+00 +6.3797e-01 +7.4549e-01 -4.5020e+00 -3.2392e+00
2492 +2.356843826e+02 +2.356843826e+02 +3.195243826e+02 +8.384000000e+01 +1.3373e+00 +4.2757e+00 -4.4299e+00 +3.7592e+00 -2.5083e-01 -1.2493e+00 -1.0636e+00 -1.1937e+00 -9.0536e-02 -4.2138e+00 +1.4278e+00 +9.8285e-01 -3.3922e+00 +1.3622e+00 +2.0255e+00 +1.6526e+00 +4.0183e-01 +7.4549e-01 -4.5020e+00 -3.2392e+00
4543 +1.547029137e+02 +1.547029137e+02 +2.385429137e+02 +8.384000000e+01 +1.3373e+00 +4.2757e+00 -1.4403e+00 -2.7320e+00 -2.3245e+00 -1.2493e+00 -1.0636e+00 -5.7448e-01 +1.9809e-01 -3.1843e+00 +5.2656e-02 +5.2890e-01 -3.3922e+00 +1.3622e+00 +1.9197e+00 +1.6526e+00 -8.0956e-01 +7.4549e-01 -4.5020e+00 -3.2392e+00
5848 +9.723301087e+01 +9.723301087e+01 +1.810730109e+02 +8.384000000e+01 -3.7136e+00 +4.4670e+00 -1.4403e+00 -2.7320e+00 -2.3245e+00 -1.2493e+00 -1.0509e+00 -1.2720e+00 -6.0983e-01 -3.9997e+00 +1.2431e+00 +9.8285e-01 -3.3627e+00 +3.0215e+00 +1.5048e+00 +1.6526e+00 -4.3287e-01 +7.4549e-01 -3.7565e+00 -4.2624e+00
50780 +6.226337310e+01 +6.226337310e+01 +1.461033731e+02 +8.384000000e+01 -3.7136e+00 +4.4670e+00 -1.4403e+00 -2.7320e+00 -2.3245e+00 +1.7538e-01 -9.1382e-01 -1.3198e+00 -2.7074e-01 -3.3033e+00 +1.4982e-01 +9.1918e-01 -3.3782e+00 +2.5410e+00 +1.9409e+00 +2.1171e+00 -1.4251e-01 +1.8173e+00 -3.7389e+00 -3.3129e+00
59379 +3.259276290e+01 +3.259276290e+01 +1.164327629e+02 +8.384000000e+01 -3.5681e+00 +5.5216e-01 -1.4016e+00 -8.9084e-01 +1.1854e-01 +9.4741e-01 -2.9663e-01 -1.9115e+00 -7.9685e-01 -1.6051e+00 +1.2109e+00 +1.5449e+00 -2.8842e+00 +2.0513e+00 +1.4270e+00 +2.5259e+00 -5.0243e-01 +1.4457e+00 -3.8006e+00 -3.6527e+00
100303 +2.442855042e+01 +2.442855042e+01 +1.082685504e+02 +8.384000000e+01 -3.7136e+00 +4.4670e+00 -1.4403e+00 -9.5351e-01 -1.5479e+00 +1.7538e-01 -9.3842e-01 -1.2454e+00 -1.4354e+00 -1.5850e+00 +1.4982e-01 +9.8285e-01 -3.3922e+00 +2.5410e+00 +1.9409e+00 +2.5928e+00 -5.1732e-01 +1.8415e+00 -3.7389e+00 -3.6286e+00
112144 +1.552532860e+01 +1.552532860e+01 +9.936532860e+01 +8.384000000e+01 -2.6765e+00 +3.5387e+00 -1.4403e+00 -9.0594e-01 -2.3181e+00 +9.6469e-01 -9.1098e-01 -1.3744e+00 -2.0240e+00 -1.5646e+00 +1.2431e+00 +9.8285e-01 -3.3627e+00 +2.0273e+00 +1.5015e+00 +2.1657e+00 -4.8493e-01 +1.8623e+00 -3.7907e+00 -3.6550e+00
158972 +9.437478378e+00 +9.437478378e+00 +9.327747838e+01 +8.384000000e+01 -2.6765e+00 +3.5387e+00 -1.4403e+00 -3.9452e-02 -2.3181e+00 +9.6469e-01 -9.1098e-01 -1.9803e+00 -2.0622e+00 -1.5725e+00 +1.2431e+00 +1.5420e+00 -2.9190e+00 +2.0155e+00 +1.4790e+00 +3.0108e+00 -4.8493e-01 +1.4719e+00 -3.7907e+00 -3.6550e+00
167543 +5.707559924e+00 +5.707559924e+00 +8.954755992e+01 +8.384000000e+01 -1.6903e+00 +3.4941e+00 -1.4403e+00 -1.7848e-02 -2.3245e+00 +9.8790e-01 -9.7126e-01 -1.9642e+00 -8.2421e-01 -1.5808e+00 +6.9867e-01 +1.0152e+00 -2.9058e+00 +2.0364e+00 +1.4644e+00 +2.5719e+00 -4.8493e-01 +1.4409e+00 -3.7860e+00 -3.6435e+00
213890 +2.967706054e+00 +2.967706054e+00 +8.680770605e+01 +8.384000000e+01 -1.6903e+00 +3.4941e+00 -1.4403e+00 -1.7848e-02 -2.3245e+00 +9.8790e-01 -9.7126e-01 -1.9642e+00 -1.4008e+00 -1.5808e+00 +6.9867e-01 +1.5146e+00 -2.9058e+00 +2.0364e+00 +1.4685e+00 +2.5545e+00 -4.8493e-01 +1.4409e+00 -3.7860e+00 -3.6435e+00
215184 +2.460988242e+00 +2.460988242e+00 +8.630098824e+01 +8.384000000e+01 -1.6757e+00 +3.4941e+00 -1.4403e+00 -1.7848e-02 -2.3245e+00 +9.3519e-01 -9.7126e-01 -1.9642e+00 -1.4008e+00 -1.5808e+00 +6.9867e-01 +1.5146e+00 -2.9363e+00 +2.0364e+00 +1.4685e+00 +2.5545e+00 -4.8493e-01 +1.4409e+00 -3.7860e+00 -3.6435e+00
261787 +1.504368930e+00 +1.504368930e+00 +8.534436893e+01 +8.384000000e+01 -1.6757e+00 +3.4941e+00 -1.4403e+00 -1.7848e-02 -1.4668e+00 +9.3519e-01 -9.7126e-01 -1.9642e+00 -1.4008e+00 -1.5808e+00 +6.9867e-01 +1.5146e+00 -2.9363e+00 +2.0364e+00 +1.4685e+00 +2.5545e+00 -4.8493e-01 +1.4409e+00 -3.7860e+00 -3.6435e+00
306678 +9.655074470e-01 +9.655074470e-01 +8.480550745e+01 +8.384000000e+01 -1.6757e+00 +3.4941e+00 -1.4342e+00 -5.5079e-02 -1.4986e+00 +9.4434e-01 -9.7126e-01 -1.9642e+00 -1.4008e+00 -1.5808e+00 +6.9867e-01 +1.5146e+00 -2.9363e+00 +2.0364e+00 +1.4685e+00 +2.5545e+00 -4.8493e-01 +1.4563e+00 -3.7860e+00 -3.6435e+00
329817 +5.745614494e-01 +5.745614494e-01 +8.441456145e+01 +8.384000000e+01 -1.6622e+00 +3.4970e+00 -1.4218e+00 -5.1030e-02 -1.4879e+00 +9.5173e-01 -9.6417e-01 -1.9620e+00 -1.3968e+00 -1.5855e+00 +7.0401e-01 +1.5103e+00 -2.9211e+00 +2.0455e+00 +1.4868e+00 +2.5563e+00 -4.9066e-01 +1.4505e+00 -3.7818e+00 -3.6435e+00
376056 +3.179211463e-01 +3.179211463e-01 +8.415792115e+01 +8.384000000e+01 -1.6622e+00 +3.4970e+00 -1.4088e+00 -5.1030e-02 -1.4879e+00 +9.5173e-01 -9.6417e-01 -1.9665e+00 -1.3902e+00 -1.5931e+00 +7.0401e-01 +1.5103e+00 -2.9211e+00 +2.0447e+00 +1.4616e+00 +2.5563e+00 -4.9066e-01 +1.4505e+00 -3.7818e+00 -3.6435e+00
456535 +2.427121282e-01 +2.427121282e-01 +8.408271213e+01 +8.384000000e+01 -1.6622e+00 +3.4970e+00 -1.4088e+00 -4.3739e-02 -1.4879e+00 +9.5173e-01 -9.6417e-01 -1.9665e+00 -1.3902e+00 -1.5931e+00 +7.0401e-01 +1.5103e+00 -2.9211e+00 +2.0447e+00 +1.4616e+00 +2.5563e+00 -4.9844e-01 +1.4505e+00 -3.7818e+00 -3.6435e+00
509755 +1.529122187e-01 +1.529122187e-01 +8.399291222e+01 +8.384000000e+01 -1.6691e+00 +3.5070e+00 -1.4110e+00 -5.2058e-02 -1.4782e+00 +9.5642e-01 -9.6290e-01 -1.9797e+00 -1.3973e+00 -1.5945e+00 +7.0396e-01 +1.5146e+00 -2.9263e+00 +2.0471e+00 +1.4698e+00 +2.5528e+00 -4.9081e-01 +1.4572e+00 -3.7780e+00 -3.6435e+00
518924 +9.817928923e-02 +9.817928923e-02 +8.393817929e+01 +8.384000000e+01 -1.6606e+00 +3.4970e+00 -1.4088e+00 -4.3739e-02 -1.4823e+00 +9.5173e-01 -9.6417e-01 -1.9665e+00 -1.3902e+00 -1.5931e+00 +7.0401e-01 +1.5143e+00 -2.9211e+00 +2.0447e+00 +1.4685e+00 +2.5545e+00 -4.9934e-01 +1.4526e+00 -3.7780e+00 -3.6435e+00
589967 +6.281128123e-02 +6.281128123e-02 +8.390281128e+01 +8.384000000e+01 -1.6622e+00 +3.5052e+00 -1.4223e+00 -4.5550e-02 -1.4854e+00 +9.5496e-01 -9.6077e-01 -1.9764e+00 -1.3902e+00 -1.5931e+00 +7.0401e-01 +1.5146e+00 -2.9211e+00 +2.0447e+00 +1.4685e+00 +2.5545e+00 -4.9934e-01 +1.4526e+00 -3.7780e+00 -3.6435e+00
592594 +3.594400077e-02 +3.594400077e-02 +8.387594400e+01 +8.384000000e+01 -1.6631e+00 +3.5052e+00 -1.4223e+00 -4.3739e-02 -1.4823e+00 +9.5496e-01 -9.6077e-01 -1.9764e+00 -1.3902e+00 -1.5931e+00 +7.0401e-01 +1.5146e+00 -2.9242e+00 +2.0447e+00 +1.4685e+00 +2.5545e+00 -4.9934e-01 +1.4526e+00 -3.7780e+00 -3.6435e+00
640956 +2.241668331e-02 +2.241668331e-02 +8.386241668e+01 +8.384000000e+01 -1.6631e+00 +3.5052e+00 -1.4150e+00 -4.3739e-02 -1.4823e+00 +9.5496e-01 -9.6077e-01 -1.9764e+00 -1.3902e+00 -1.5931e+00 +7.0401e-01 +1.5146e+00 -2.9242e+00 +2.0447e+00 +1.4685e+00 +2.5545e+00 -4.9934e-01 +1.4537e+00 -3.7780e+00 -3.6435e+00
712641 +1.516496744e-02 +1.516496744e-02 +8.385516497e+01 +8.384000000e+01 -1.6631e+00 +3.4997e+00 -1.4186e+00 -4.1370e-02 -1.4823e+00 +9.5371e-01 -9.6290e-01 -1.9743e+00 -1.3918e+00 -1.5945e+00 +7.0248e-01 +1.5137e+00 -2.9250e+00 +2.0437e+00 +1.4708e+00 +2.5512e+00 -4.9934e-01 +1.4541e+00 -3.7787e+00 -3.6435e+00
947864 +9.991565068e-03 +9.991565068e-03 +8.384999157e+01 +8.384000000e+01 -1.6631e+00 +3.5028e+00 -1.4166e+00 -4.3739e-02 -1.4823e+00 +9.5496e-01 -9.6077e-01 -1.9748e+00 -1.3922e+00 -1.5940e+00 +7.0401e-01 +1.5146e+00 -2.9250e+00 +2.0447e+00 +1.4685e+00 +2.5531e+00 -4.9833e-01 +1.4537e+00 -3.7780e+00 -3.6435e+00
986738 +6.017733264e-03 +6.017733264e-03 +8.384601773e+01 +8.384000000e+01 -1.6631e+00 +3.5028e+00 -1.4150e+00 -4.3739e-02 -1.4823e+00 +9.5244e-01 -9.6077e-01 -1.9764e+00 -1.3917e+00 -1.5945e+00 +7.0248e-01 +1.5145e+00 -2.9263e+00 +2.0436e+00 +1.4708e+00 +2.5528e+00 -4.9750e-01 +1.4537e+00 -3.7780e+00 -3.6435e+00
1117304 +2.609659103e-03 +2.609659103e-03 +8.384260966e+01 +8.384000000e+01 -1.6638e+00 +3.5025e+00 -1.4157e+00 -4.3739e-02 -1.4823e+00 +9.5371e-01 -9.6111e-01 -1.9743e+00 -1.3918e+00 -1.5945e+00 +7.0248e-01 +1.5146e+00 -2.9250e+00 +2.0437e+00 +1.4708e+00 +2.5528e+00 -4.9750e-01 +1.4541e+00 -3.7787e+00 -3.6435e+00
1118174 +2.274718126e-03 +2.274718126e-03 +8.384227472e+01 +8.384000000e+01 -1.6622e+00 +3.5025e+00 -1.4157e+00 -4.1370e-02 -1.4823e+00 +9.5371e-01 -9.6111e-01 -1.9743e+00 -1.3917e+00 -1.5945e+00 +7.0248e-01 +1.5146e+00 -2.9263e+00 +2.0437e+00 +1.4708e+00 +2.5528e+00 -4.9750e-01 +1.4541e+00 -3.7780e+00 -3.6435e+00
% function evaluation | noise-free fitness - Fopt (1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.107176965e+03 +1.107176965e+03 +1.122536965e+03 +1.536000000e+01 -2.1644e+00 -4.1430e+00 +3.7627e+00 +4.9401e+00 -4.6500e+00 +1.2714e+00 -3.9685e+00 -3.4240e+00 -1.5127e+00 -2.9326e+00 -4.7864e+00 +1.4193e+00 +2.7141e+00 -1.9090e+00 +2.5051e-01 -2.6099e+00 -2.1349e+00 +2.2960e+00 -3.4735e-01 -3.8147e+00
130 +4.970342941e+02 +4.970342941e+02 +5.123942941e+02 +1.536000000e+01 +4.6865e+00 +4.5064e+00 -3.1745e+00 -2.9662e+00 -3.2598e+00 -7.5856e-01 -4.4283e+00 -3.9587e+00 -5.0815e-01 -4.4943e+00 -9.2558e-03 -2.5861e+00 -3.8859e+00 -4.9709e-01 +2.2500e+00 +1.3317e+00 +3.3010e+00 +2.1242e+00 -1.3834e+00 -2.5512e+00
725 +2.859867715e+02 +2.859867715e+02 +3.013467715e+02 +1.536000000e+01 +2.6040e+00 -4.3708e+00 -4.9483e+00 -4.5326e+00 -2.6206e+00 -2.2397e+00 -4.8919e+00 -2.9111e+00 -2.9636e+00 -2.9330e+00 -3.4046e+00 -2.9211e+00 +1.0954e+00 -2.9611e+00 +4.1952e+00 -3.1981e+00 +3.1420e+00 +4.6735e+00 -3.4139e+00 -9.9544e-01
1340 +2.413432037e+02 +2.413432037e+02 +2.567032037e+02 +1.536000000e+01 +4.9090e+00 +4.3395e+00 -3.1745e+00 -2.9662e+00 -2.9203e+00 -7.5856e-01 -4.4283e+00 -2.9111e+00 -3.0041e+00 -2.9330e+00 -3.4046e+00 -2.5133e+00 +2.0063e-01 -2.9611e+00 +4.1952e+00 -3.1981e+00 +3.1420e+00 +4.6735e+00 -3.4616e+00 -2.5512e+00
3127 +1.565003618e+02 +1.565003618e+02 +1.718603618e+02 +1.536000000e+01 +4.6865e+00 +4.4377e+00 -3.1745e+00 -2.4917e+00 -2.6206e+00 -1.8720e+00 -4.8919e+00 -2.0845e+00 -2.9636e+00 -2.8293e+00 -3.4046e+00 -3.2145e+00 +2.0063e-01 -2.1201e+00 +4.1952e+00 -3.1981e+00 +3.1420e+00 +4.6735e+00 -3.4616e+00 -2.1796e+00
4807 +9.122572610e+01 +9.122572610e+01 +1.065857261e+02 +1.536000000e+01 +4.8803e+00 +4.4377e+00 -3.1745e+00 -2.4917e+00 -2.7446e+00 -2.3755e+00 -2.6846e+00 -2.9111e+00 -2.3789e+00 -2.8293e+00 -2.7952e+00 -3.2949e+00 +1.6083e-01 -1.3507e+00 +4.1907e+00 -3.1981e+00 +2.8496e+00 +4.6735e+00 -3.4616e+00 -2.6414e+00
6028 +6.115384843e+01 +6.115384843e+01 +7.651384843e+01 +1.536000000e+01 +3.7937e+00 +4.4377e+00 -3.1745e+00 -2.4917e+00 -2.7446e+00 -2.3755e+00 -3.3082e+00 -2.7858e+00 -2.4721e+00 -2.8293e+00 -3.2818e+00 -3.2949e+00 +1.6083e-01 -1.3874e+00 +4.2243e+00 -1.6475e+00 +2.8496e+00 +4.6735e+00 -3.4616e+00 -2.2936e+00
52580 +3.953792993e+01 +3.953792993e+01 +5.489792993e+01 +1.536000000e+01 +3.7937e+00 +3.6062e+00 -3.1053e+00 -2.4917e+00 -2.7446e+00 -2.3755e+00 -2.6481e+00 -2.7858e+00 -2.4721e+00 -2.8293e+00 -2.7503e+00 -2.2048e+00 +1.6083e-01 -9.1416e-01 +4.1952e+00 -1.6475e+00 +2.8496e+00 +4.2172e+00 -3.5021e+00 -1.6470e+00
98150 +2.494419410e+01 +2.494419410e+01 +4.030419410e+01 +1.536000000e+01 +3.7937e+00 +2.6088e+00 -3.1482e+00 -2.4917e+00 -2.7446e+00 -2.3755e+00 -3.3510e+00 -2.7858e+00 -2.4002e+00 -2.8293e+00 -2.7503e+00 -2.2048e+00 -8.4698e-01 -9.3956e-01 +3.7426e+00 -1.6475e+00 +2.8496e+00 +4.2355e+00 -3.1977e+00 -1.6447e+00
111525 +1.372776470e+01 +1.372776470e+01 +2.908776470e+01 +1.536000000e+01 +1.7922e+00 +1.7231e+00 -2.1320e+00 -2.4917e+00 -2.7446e+00 -3.1948e+00 -3.3082e+00 -2.7858e+00 -2.3475e+00 -2.8293e+00 -2.7485e+00 -2.2639e+00 -8.1786e-01 -9.1562e-01 +3.3534e+00 -2.0645e+00 +2.8496e+00 +3.4901e+00 -3.2098e+00 -1.9652e+00
149650 +9.562215362e+00 +9.562215362e+00 +2.492221536e+01 +1.536000000e+01 +2.7933e+00 +2.6088e+00 -3.0929e+00 -2.5470e+00 -2.7962e+00 -2.3755e+00 -3.3510e+00 -2.0447e+00 -2.4002e+00 -2.8293e+00 -2.7302e+00 -2.2362e+00 -7.8419e-01 -4.4604e-01 +3.7426e+00 -2.0643e+00 +2.8496e+00 +4.2355e+00 -3.1977e+00 -1.9508e+00
167193 +6.299761126e+00 +6.299761126e+00 +2.165976113e+01 +1.536000000e+01 +1.7922e+00 +1.6501e+00 -2.1320e+00 -2.5317e+00 -2.7857e+00 -3.1948e+00 -3.3082e+00 -2.7858e+00 -2.3915e+00 -2.8293e+00 -2.7485e+00 -2.2639e+00 -8.0702e-01 -4.3924e-01 +3.7519e+00 -2.0645e+00 +2.4144e+00 +3.8026e+00 -3.2098e+00 -1.9652e+00
212746 +3.785844571e+00 +3.785844571e+00 +1.914584457e+01 +1.536000000e+01 +1.7922e+00 +1.6501e+00 -2.1320e+00 -2.5317e+00 -2.7857e+00 -3.1948e+00 -2.5877e+00 -2.7858e+00 -1.6834e+00 -2.8293e+00 -2.7142e+00 -2.2639e+00 -8.0702e-01 -4.5609e-01 +3.7519e+00 -2.0645e+00 +2.4144e+00 +3.8193e+00 -3.2098e+00 -1.9687e+00
243828 +2.401710337e+00 +2.401710337e+00 +1.776171034e+01 +1.536000000e+01 +1.7597e+00 +1.6650e+00 -3.0957e+00 -2.5296e+00 -2.7755e+00 -3.2472e+00 -2.5627e+00 -2.0768e+00 -1.6956e+00 -2.8293e+00 -2.7060e+00 -2.2363e+00 -8.2367e-01 -4.5863e-01 +3.7683e+00 -2.0699e+00 +2.4047e+00 +3.8246e+00 -3.2036e+00 -1.9787e+00
246150 +1.580165485e+00 +1.580165485e+00 +1.694016548e+01 +1.536000000e+01 +1.7597e+00 +1.6650e+00 -3.0705e+00 -2.5361e+00 -2.7755e+00 -3.2351e+00 -2.5627e+00 -2.0768e+00 -1.7199e+00 -2.8293e+00 -2.7060e+00 -2.2363e+00 -8.2367e-01 -4.5863e-01 +3.7683e+00 -2.0763e+00 +2.4047e+00 +3.8246e+00 -3.2036e+00 -1.9787e+00
300107 +9.866527159e-01 +9.866527159e-01 +1.634665272e+01 +1.536000000e+01 +1.7597e+00 +1.6650e+00 -3.0705e+00 -2.5489e+00 -2.7755e+00 -3.2351e+00 -2.5946e+00 -2.0768e+00 -1.7199e+00 -2.8293e+00 -2.7060e+00 -2.2500e+00 -8.0547e-01 -4.5863e-01 +3.7595e+00 -2.0763e+00 +2.4047e+00 +3.8246e+00 -3.2036e+00 -1.9787e+00
314857 +5.805249539e-01 +5.805249539e-01 +1.594052495e+01 +1.536000000e+01 +1.7678e+00 +1.6501e+00 -3.0687e+00 -2.5317e+00 -2.7857e+00 -3.2205e+00 -2.5818e+00 -2.0799e+00 -1.7369e+00 -2.8293e+00 -2.7142e+00 -2.2596e+00 -8.0702e-01 -4.5609e-01 +3.7519e+00 -2.0645e+00 +2.4144e+00 +3.8193e+00 -3.2098e+00 -1.9687e+00
351504 +3.971064875e-01 +3.971064875e-01 +1.575710649e+01 +1.536000000e+01 +1.7678e+00 +1.6501e+00 -3.0687e+00 -2.5317e+00 -2.7942e+00 -3.2180e+00 -2.5818e+00 -2.0799e+00 -1.7369e+00 -2.8293e+00 -2.7157e+00 -2.2596e+00 -8.0702e-01 -4.5609e-01 +3.7519e+00 -2.0757e+00 +2.4144e+00 +3.8193e+00 -3.2065e+00 -1.9687e+00
375596 +2.462760376e-01 +2.462760376e-01 +1.560627604e+01 +1.536000000e+01 +1.7678e+00 +1.6501e+00 -3.0687e+00 -2.5317e+00 -2.7997e+00 -3.2142e+00 -2.5858e+00 -2.0561e+00 -1.7347e+00 -2.8293e+00 -2.7194e+00 -2.2618e+00 -8.0702e-01 -4.5609e-01 +3.7524e+00 -2.0724e+00 +2.4103e+00 +3.8246e+00 -3.2016e+00 -1.9687e+00
411973 +1.492750468e-01 +1.492750468e-01 +1.550927505e+01 +1.536000000e+01 +1.7678e+00 +1.6501e+00 -3.0687e+00 -2.5546e+00 -2.7942e+00 -3.2180e+00 -2.5818e+00 -2.0659e+00 -1.7232e+00 -2.8293e+00 -2.7212e+00 -2.2511e+00 -8.0702e-01 -4.5609e-01 +3.7519e+00 -2.0757e+00 +2.4144e+00 +3.8193e+00 -3.2065e+00 -1.9687e+00
486263 +9.930270864e-02 +9.930270864e-02 +1.545930271e+01 +1.536000000e+01 +1.7698e+00 +1.6456e+00 -3.0687e+00 -2.5440e+00 -2.7955e+00 -3.2142e+00 -2.5827e+00 -2.0561e+00 -1.7347e+00 -2.8293e+00 -2.7247e+00 -2.2542e+00 -8.0702e-01 -4.5609e-01 +3.7524e+00 -2.0724e+00 +2.4103e+00 +3.8232e+00 -3.2016e+00 -1.9687e+00
544490 +6.279598470e-02 +6.279598470e-02 +1.542279598e+01 +1.536000000e+01 +1.7678e+00 +1.6456e+00 -3.0687e+00 -2.5403e+00 -2.7997e+00 -3.2180e+00 -2.5743e+00 -2.0589e+00 -1.7290e+00 -2.8293e+00 -2.7236e+00 -2.2542e+00 -8.0702e-01 -4.5609e-01 +3.7529e+00 -2.0724e+00 +2.4103e+00 +3.8227e+00 -3.2016e+00 -1.9687e+00
594972 +3.793780362e-02 +3.793780362e-02 +1.539793780e+01 +1.536000000e+01 +1.7678e+00 +1.6456e+00 -3.0687e+00 -2.5424e+00 -2.7997e+00 -3.2180e+00 -2.5820e+00 -2.0628e+00 -1.7245e+00 -2.8293e+00 -2.7236e+00 -2.2542e+00 -8.0702e-01 -4.5609e-01 +3.7529e+00 -2.0724e+00 +2.4103e+00 +3.8227e+00 -3.2016e+00 -1.9687e+00
690173 +2.445840251e-02 +2.445840251e-02 +1.538445840e+01 +1.536000000e+01 +1.7678e+00 +1.6417e+00 -3.0687e+00 -2.5483e+00 -2.7959e+00 -3.2180e+00 -2.5808e+00 -2.0635e+00 -1.7290e+00 -2.8293e+00 -2.7236e+00 -2.2542e+00 -8.0702e-01 -4.5609e-01 +3.7529e+00 -2.0724e+00 +2.4128e+00 +3.8227e+00 -3.2016e+00 -1.9687e+00
738564 +1.525822109e-02 +1.525822109e-02 +1.537525822e+01 +1.536000000e+01 +1.7678e+00 +1.6472e+00 -3.0687e+00 -2.5476e+00 -2.7942e+00 -3.2180e+00 -2.5818e+00 -2.0659e+00 -1.7273e+00 -2.8307e+00 -2.7237e+00 -2.2518e+00 -8.0701e-01 -4.5609e-01 +3.7563e+00 -2.0740e+00 +2.4118e+00 +3.8242e+00 -3.2036e+00 -1.9687e+00
792334 +9.982280229e-03 +9.982280229e-03 +1.536998228e+01 +1.536000000e+01 +1.7678e+00 +1.6427e+00 -3.0690e+00 -2.5476e+00 -2.7942e+00 -3.2180e+00 -2.5807e+00 -2.0659e+00 -1.7273e+00 -2.8307e+00 -2.7237e+00 -2.2518e+00 -8.0701e-01 -4.5609e-01 +3.7563e+00 -2.0740e+00 +2.4118e+00 +3.8242e+00 -3.2036e+00 -1.9687e+00
960502 +6.008395453e-03 +6.008395453e-03 +1.536600840e+01 +1.536000000e+01 +1.7691e+00 +1.6419e+00 -3.0707e+00 -2.5463e+00 -2.7962e+00 -3.2185e+00 -2.5790e+00 -2.0659e+00 -1.7273e+00 -2.8307e+00 -2.7238e+00 -2.2522e+00 -8.0547e-01 -4.5863e-01 +3.7563e+00 -2.0740e+00 +2.4118e+00 +3.8233e+00 -3.2025e+00 -1.9687e+00
960743 +3.019956036e-03 +3.019956036e-03 +1.536301996e+01 +1.536000000e+01 +1.7691e+00 +1.6419e+00 -3.0707e+00 -2.5463e+00 -2.7962e+00 -3.2185e+00 -2.5790e+00 -2.0659e+00 -1.7273e+00 -2.8307e+00 -2.7238e+00 -2.2522e+00 -8.0701e-01 -4.5609e-01 +3.7563e+00 -2.0740e+00 +2.4118e+00 +3.8233e+00 -3.2025e+00 -1.9687e+00
